"","Plot","Block","Treatment","Quad","total","CoverID","Hits","PctCover","FG","FG2"
"1259","B","2","W","1",182,"Litter",46,25.2747252747253,"Litter","Abiotic_Cover"
"1260","B","2","W","1",182,"MAAF",0,0,"Annual_Forb","Plant"
"1261","B","2","W","1",182,"Moss",18,9.89010989010989,"Moss","Biocrust"
"1262","B","2","W","1",182,"OECA",0,0,"Annual_Forb","Plant"
"1263","B","2","W","1",182,"OPUNT",0,0,"Cactus","Plant"
"1264","B","2","W","1",182,"PHCR",0,0,"Annual_Forb","Plant"
"1265","B","2","W","1",182,"PLPA",0,0,"Annual_Forb","Plant"
"1266","B","2","W","1",182,"SCWH",0,0,"Cactus","Plant"
"1267","B","2","W","1",182,"SPORO",0,0,"Perennial_Grass","Plant"
"1268","B","2","W","1",182,"TILA",0,0,"Annual_Forb","Plant"
"1269","B","2","W","1",182,"UNK1",0,0,"Annual_Forb","Plant"
"1270","B","2","W","1",182,"ATCO",0,0,"Shrub","Plant"
"1271","B","2","W","1",182,"HIJA",4,2.1978021978022,"Perennial_Grass","Plant"
"1272","B","2","W","1",182,"PlantBase",4,2.1978021978022,"Plant_Base","Plant"
"1273","B","2","W","1",182,"ACHY",10,5.49450549450549,"Perennial_Grass","Plant"
"1274","B","2","W","1",182,"Chamber",0,0,"Chamber","Abiotic_Cover"
"1275","B","2","W","1",182,"Rock",0,0,"Rock","Abiotic_Cover"
"1276","B","2","W","1",182,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"1277","B","2","W","2",196,"ANBR",0,0,"Annual_Forb","Plant"
"1278","B","2","W","2",196,"ASAM",0,0,"Annual_Forb","Plant"
"1279","B","2","W","2",196,"Bromus",71,36.2244897959184,"Annual_Grass","Plant"
"1280","B","2","W","2",196,"CHER",0,0,"Annual_Forb","Plant"
"1281","B","2","W","2",196,"CRYPT",0,0,"Annual_Forb","Plant"
"1282","B","2","W","2",196,"CYAC",0,0,"Annual_Forb","Plant"
"1283","B","2","W","2",196,"DEAN",0,0,"Annual_Forb","Plant"
"1284","B","2","W","2",196,"DEPI",4,2.04081632653061,"Annual_Forb","Plant"
"1285","B","2","W","2",196,"Dark",15,7.6530612244898,"DkCy","Biocrust"
"1286","B","2","W","2",196,"ENFR",0,0,"Annual_Forb","Plant"
"1287","B","2","W","2",196,"EPHED",0,0,"Shrub","Plant"
"1288","B","2","W","2",196,"EPTO",0,0,"Shrub","Plant"
"1289","B","2","W","2",196,"EPVI",0,0,"Shrub","Plant"
"1290","B","2","W","2",196,"ERIN",0,0,"Annual_Forb","Plant"
"1291","B","2","W","2",196,"FEOC",2,1.02040816326531,"Annual_Grass","Plant"
"1292","B","2","W","2",196,"GAPI",2,1.02040816326531,"Annual_Forb","Plant"
"1293","B","2","W","2",196,"GIIN",2,1.02040816326531,"Annual_Forb","Plant"
"1294","B","2","W","2",196,"GUSA",5,2.55102040816327,"Shrub","Plant"
"1295","B","2","W","2",196,"HECO",0,0,"Perennial_Grass","Plant"
"1296","B","2","W","2",196,"IPPO",0,0,"Annual_Forb","Plant"
"1297","B","2","W","2",196,"KRLA",0,0,"Shrub","Plant"
"1298","B","2","W","2",196,"LEMO",0,0,"Annual_Forb","Plant"
"1299","B","2","W","2",196,"LEOC",0,0,"Annual_Forb","Plant"
"1300","B","2","W","2",196,"LYGR",0,0,"Annual_Forb","Plant"
"1301","B","2","W","2",196,"Lichen",3,1.53061224489796,"Lichen","Biocrust"
"1302","B","2","W","2",196,"Light",31,15.8163265306122,"LtCy","Biocrust"
"1303","B","2","W","2",196,"Litter",42,21.4285714285714,"Litter","Abiotic_Cover"
"1304","B","2","W","2",196,"MAAF",0,0,"Annual_Forb","Plant"
"1305","B","2","W","2",196,"Moss",10,5.10204081632653,"Moss","Biocrust"
"1306","B","2","W","2",196,"OECA",0,0,"Annual_Forb","Plant"
"1307","B","2","W","2",196,"OPUNT",0,0,"Cactus","Plant"
"1308","B","2","W","2",196,"PHCR",0,0,"Annual_Forb","Plant"
"1309","B","2","W","2",196,"PLPA",0,0,"Annual_Forb","Plant"
"1310","B","2","W","2",196,"SCWH",0,0,"Cactus","Plant"
"1311","B","2","W","2",196,"SPORO",0,0,"Perennial_Grass","Plant"
"1312","B","2","W","2",196,"TILA",0,0,"Annual_Forb","Plant"
"1313","B","2","W","2",196,"UNK1",0,0,"Annual_Forb","Plant"
"1314","B","2","W","2",196,"ATCO",0,0,"Shrub","Plant"
"1315","B","2","W","2",196,"HIJA",0,0,"Perennial_Grass","Plant"
"1316","B","2","W","2",196,"PlantBase",7,3.57142857142857,"Plant_Base","Plant"
"1317","B","2","W","2",196,"ACHY",2,1.02040816326531,"Perennial_Grass","Plant"
"1318","B","2","W","2",196,"Chamber",0,0,"Chamber","Abiotic_Cover"
"1319","B","2","W","2",196,"Rock",0,0,"Rock","Abiotic_Cover"
"1320","B","2","W","2",196,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"1321","B","2","W","3",200,"ANBR",0,0,"Annual_Forb","Plant"
"1322","B","2","W","3",200,"ASAM",0,0,"Annual_Forb","Plant"
"1323","B","2","W","3",200,"Bromus",29,14.5,"Annual_Grass","Plant"
"1324","B","2","W","3",200,"CHER",0,0,"Annual_Forb","Plant"
"1325","B","2","W","3",200,"CRYPT",0,0,"Annual_Forb","Plant"
"1326","B","2","W","3",200,"CYAC",0,0,"Annual_Forb","Plant"
"1327","B","2","W","3",200,"DEAN",0,0,"Annual_Forb","Plant"
"1328","B","2","W","3",200,"DEPI",2,1,"Annual_Forb","Plant"
"1329","B","2","W","3",200,"Dark",23,11.5,"DkCy","Biocrust"
"1330","B","2","W","3",200,"ENFR",0,0,"Annual_Forb","Plant"
"1331","B","2","W","3",200,"EPHED",0,0,"Shrub","Plant"
"1332","B","2","W","3",200,"EPTO",0,0,"Shrub","Plant"
"1333","B","2","W","3",200,"EPVI",0,0,"Shrub","Plant"
"1334","B","2","W","3",200,"ERIN",0,0,"Annual_Forb","Plant"
"1335","B","2","W","3",200,"FEOC",2,1,"Annual_Grass","Plant"
"1336","B","2","W","3",200,"GAPI",0,0,"Annual_Forb","Plant"
"1337","B","2","W","3",200,"GIIN",2,1,"Annual_Forb","Plant"
"1338","B","2","W","3",200,"GUSA",19,9.5,"Shrub","Plant"
"1339","B","2","W","3",200,"HECO",0,0,"Perennial_Grass","Plant"
"1340","B","2","W","3",200,"IPPO",0,0,"Annual_Forb","Plant"
"1341","B","2","W","3",200,"KRLA",0,0,"Shrub","Plant"
"1342","B","2","W","3",200,"LEMO",0,0,"Annual_Forb","Plant"
"1343","B","2","W","3",200,"LEOC",0,0,"Annual_Forb","Plant"
"1344","B","2","W","3",200,"LYGR",0,0,"Annual_Forb","Plant"
"1345","B","2","W","3",200,"Lichen",4,2,"Lichen","Biocrust"
"1346","B","2","W","3",200,"Light",32,16,"LtCy","Biocrust"
"1347","B","2","W","3",200,"Litter",36,18,"Litter","Abiotic_Cover"
"1348","B","2","W","3",200,"MAAF",0,0,"Annual_Forb","Plant"
"1349","B","2","W","3",200,"Moss",4,2,"Moss","Biocrust"
"1350","B","2","W","3",200,"OECA",0,0,"Annual_Forb","Plant"
"1351","B","2","W","3",200,"OPUNT",0,0,"Cactus","Plant"
"1352","B","2","W","3",200,"PHCR",0,0,"Annual_Forb","Plant"
"1353","B","2","W","3",200,"PLPA",0,0,"Annual_Forb","Plant"
"1354","B","2","W","3",200,"SCWH",0,0,"Cactus","Plant"
"1355","B","2","W","3",200,"SPORO",0,0,"Perennial_Grass","Plant"
"1356","B","2","W","3",200,"TILA",0,0,"Annual_Forb","Plant"
"1357","B","2","W","3",200,"UNK1",0,0,"Annual_Forb","Plant"
"1358","B","2","W","3",200,"ATCO",4,2,"Shrub","Plant"
"1359","B","2","W","3",200,"HIJA",3,1.5,"Perennial_Grass","Plant"
"1360","B","2","W","3",200,"PlantBase",12,6,"Plant_Base","Plant"
"1361","B","2","W","3",200,"ACHY",18,9,"Perennial_Grass","Plant"
"1362","B","2","W","3",200,"Chamber",8,4,"Chamber","Abiotic_Cover"
"1363","B","2","W","3",200,"Rock",2,1,"Rock","Abiotic_Cover"
"1364","B","2","W","3",200,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"1365","B","2","W","4",183,"ANBR",0,0,"Annual_Forb","Plant"
"1366","B","2","W","4",183,"ASAM",1,0.546448087431694,"Annual_Forb","Plant"
"1367","B","2","W","4",183,"Bromus",24,13.1147540983607,"Annual_Grass","Plant"
"1368","B","2","W","4",183,"CHER",0,0,"Annual_Forb","Plant"
"1369","B","2","W","4",183,"CRYPT",0,0,"Annual_Forb","Plant"
"1370","B","2","W","4",183,"CYAC",0,0,"Annual_Forb","Plant"
"1371","B","2","W","4",183,"DEAN",0,0,"Annual_Forb","Plant"
"1372","B","2","W","4",183,"DEPI",0,0,"Annual_Forb","Plant"
"1373","B","2","W","4",183,"Dark",17,9.2896174863388,"DkCy","Biocrust"
"1374","B","2","W","4",183,"ENFR",0,0,"Annual_Forb","Plant"
"1375","B","2","W","4",183,"EPHED",0,0,"Shrub","Plant"
"1376","B","2","W","4",183,"EPTO",0,0,"Shrub","Plant"
"1377","B","2","W","4",183,"EPVI",0,0,"Shrub","Plant"
"1378","B","2","W","4",183,"ERIN",0,0,"Annual_Forb","Plant"
"1379","B","2","W","4",183,"FEOC",0,0,"Annual_Grass","Plant"
"1380","B","2","W","4",183,"GAPI",1,0.546448087431694,"Annual_Forb","Plant"
"1381","B","2","W","4",183,"GIIN",2,1.09289617486339,"Annual_Forb","Plant"
"1382","B","2","W","4",183,"GUSA",6,3.27868852459016,"Shrub","Plant"
"1383","B","2","W","4",183,"HECO",0,0,"Perennial_Grass","Plant"
"1384","B","2","W","4",183,"IPPO",0,0,"Annual_Forb","Plant"
"1385","B","2","W","4",183,"KRLA",0,0,"Shrub","Plant"
"1386","B","2","W","4",183,"LEMO",0,0,"Annual_Forb","Plant"
"1387","B","2","W","4",183,"LEOC",0,0,"Annual_Forb","Plant"
"1388","B","2","W","4",183,"LYGR",0,0,"Annual_Forb","Plant"
"1389","B","2","W","4",183,"Lichen",3,1.63934426229508,"Lichen","Biocrust"
"1390","B","2","W","4",183,"Light",47,25.6830601092896,"LtCy","Biocrust"
"1391","B","2","W","4",183,"Litter",40,21.8579234972678,"Litter","Abiotic_Cover"
"1392","B","2","W","4",183,"MAAF",0,0,"Annual_Forb","Plant"
"1393","B","2","W","4",183,"Moss",1,0.546448087431694,"Moss","Biocrust"
"1394","B","2","W","4",183,"OECA",0,0,"Annual_Forb","Plant"
"1395","B","2","W","4",183,"OPUNT",0,0,"Cactus","Plant"
"1396","B","2","W","4",183,"PHCR",0,0,"Annual_Forb","Plant"
"1397","B","2","W","4",183,"PLPA",0,0,"Annual_Forb","Plant"
"1398","B","2","W","4",183,"SCWH",0,0,"Cactus","Plant"
"1399","B","2","W","4",183,"SPORO",0,0,"Perennial_Grass","Plant"
"1400","B","2","W","4",183,"TILA",0,0,"Annual_Forb","Plant"
"1401","B","2","W","4",183,"UNK1",0,0,"Annual_Forb","Plant"
"1402","B","2","W","4",183,"ATCO",0,0,"Shrub","Plant"
"1403","B","2","W","4",183,"HIJA",2,1.09289617486339,"Perennial_Grass","Plant"
"1404","B","2","W","4",183,"PlantBase",6,3.27868852459016,"Plant_Base","Plant"
"1405","B","2","W","4",183,"ACHY",27,14.7540983606557,"Perennial_Grass","Plant"
"1406","B","2","W","4",183,"Chamber",0,0,"Chamber","Abiotic_Cover"
"1407","B","2","W","4",183,"Rock",6,3.27868852459016,"Rock","Abiotic_Cover"
"1408","B","2","W","4",183,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"1409","B","3","C","1",251,"ANBR",0,0,"Annual_Forb","Plant"
"1410","B","3","C","1",251,"ASAM",0,0,"Annual_Forb","Plant"
"1411","B","3","C","1",251,"Bromus",87,34.6613545816733,"Annual_Grass","Plant"
"1412","B","3","C","1",251,"CHER",1,0.398406374501992,"Annual_Forb","Plant"
"1413","B","3","C","1",251,"CRYPT",0,0,"Annual_Forb","Plant"
"1414","B","3","C","1",251,"CYAC",1,0.398406374501992,"Annual_Forb","Plant"
"1415","B","3","C","1",251,"DEAN",0,0,"Annual_Forb","Plant"
"1416","B","3","C","1",251,"DEPI",0,0,"Annual_Forb","Plant"
"1417","B","3","C","1",251,"Dark",12,4.7808764940239,"DkCy","Biocrust"
"1418","B","3","C","1",251,"ENFR",0,0,"Annual_Forb","Plant"
"1419","B","3","C","1",251,"EPHED",0,0,"Shrub","Plant"
"1420","B","3","C","1",251,"EPTO",0,0,"Shrub","Plant"
"1421","B","3","C","1",251,"EPVI",0,0,"Shrub","Plant"
"1422","B","3","C","1",251,"ERIN",0,0,"Annual_Forb","Plant"
"1423","B","3","C","1",251,"FEOC",1,0.398406374501992,"Annual_Grass","Plant"
"1424","B","3","C","1",251,"GAPI",4,1.59362549800797,"Annual_Forb","Plant"
"1425","B","3","C","1",251,"GIIN",0,0,"Annual_Forb","Plant"
"1426","B","3","C","1",251,"GUSA",1,0.398406374501992,"Shrub","Plant"
"1427","B","3","C","1",251,"HECO",0,0,"Perennial_Grass","Plant"
"1428","B","3","C","1",251,"IPPO",0,0,"Annual_Forb","Plant"
"1429","B","3","C","1",251,"KRLA",0,0,"Shrub","Plant"
"1430","B","3","C","1",251,"LEMO",1,0.398406374501992,"Annual_Forb","Plant"
"1431","B","3","C","1",251,"LEOC",0,0,"Annual_Forb","Plant"
"1432","B","3","C","1",251,"LYGR",0,0,"Annual_Forb","Plant"
"1433","B","3","C","1",251,"Lichen",1,0.398406374501992,"Lichen","Biocrust"
"1434","B","3","C","1",251,"Light",0,0,"LtCy","Biocrust"
"1435","B","3","C","1",251,"Litter",69,27.4900398406374,"Litter","Abiotic_Cover"
"1436","B","3","C","1",251,"MAAF",0,0,"Annual_Forb","Plant"
"1437","B","3","C","1",251,"Moss",15,5.97609561752988,"Moss","Biocrust"
"1438","B","3","C","1",251,"OECA",0,0,"Annual_Forb","Plant"
"1439","B","3","C","1",251,"OPUNT",0,0,"Cactus","Plant"
"1440","B","3","C","1",251,"PHCR",0,0,"Annual_Forb","Plant"
"1441","B","3","C","1",251,"PLPA",0,0,"Annual_Forb","Plant"
"1442","B","3","C","1",251,"SCWH",0,0,"Cactus","Plant"
"1443","B","3","C","1",251,"SPORO",0,0,"Perennial_Grass","Plant"
"1444","B","3","C","1",251,"TILA",0,0,"Annual_Forb","Plant"
"1445","B","3","C","1",251,"UNK1",0,0,"Annual_Forb","Plant"
"1446","B","3","C","1",251,"ATCO",0,0,"Shrub","Plant"
"1447","B","3","C","1",251,"HIJA",16,6.37450199203187,"Perennial_Grass","Plant"
"1448","B","3","C","1",251,"PlantBase",24,9.56175298804781,"Plant_Base","Plant"
"1449","B","3","C","1",251,"ACHY",18,7.17131474103586,"Perennial_Grass","Plant"
"1450","B","3","C","1",251,"Chamber",0,0,"Chamber","Abiotic_Cover"
"1451","B","3","C","1",251,"Rock",0,0,"Rock","Abiotic_Cover"
"1452","B","3","C","1",251,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"1453","B","3","C","2",267,"ANBR",0,0,"Annual_Forb","Plant"
"1454","B","3","C","2",267,"ASAM",0,0,"Annual_Forb","Plant"
"1455","B","3","C","2",267,"Bromus",100,37.4531835205993,"Annual_Grass","Plant"
"1456","B","3","C","2",267,"CHER",9,3.37078651685393,"Annual_Forb","Plant"
"1457","B","3","C","2",267,"CRYPT",0,0,"Annual_Forb","Plant"
"1458","B","3","C","2",267,"CYAC",2,0.749063670411985,"Annual_Forb","Plant"
"1459","B","3","C","2",267,"DEAN",0,0,"Annual_Forb","Plant"
"1460","B","3","C","2",267,"DEPI",0,0,"Annual_Forb","Plant"
"1461","B","3","C","2",267,"Dark",7,2.62172284644195,"DkCy","Biocrust"
"1462","B","3","C","2",267,"ENFR",0,0,"Annual_Forb","Plant"
"1463","B","3","C","2",267,"EPHED",0,0,"Shrub","Plant"
"1464","B","3","C","2",267,"EPTO",0,0,"Shrub","Plant"
"1465","B","3","C","2",267,"EPVI",0,0,"Shrub","Plant"
"1466","B","3","C","2",267,"ERIN",0,0,"Annual_Forb","Plant"
"1467","B","3","C","2",267,"FEOC",0,0,"Annual_Grass","Plant"
"1468","B","3","C","2",267,"GAPI",5,1.87265917602996,"Annual_Forb","Plant"
"1469","B","3","C","2",267,"GIIN",0,0,"Annual_Forb","Plant"
"1470","B","3","C","2",267,"GUSA",0,0,"Shrub","Plant"
"1471","B","3","C","2",267,"HECO",0,0,"Perennial_Grass","Plant"
"1472","B","3","C","2",267,"IPPO",0,0,"Annual_Forb","Plant"
"1473","B","3","C","2",267,"KRLA",0,0,"Shrub","Plant"
"1474","B","3","C","2",267,"LEMO",3,1.12359550561798,"Annual_Forb","Plant"
"1475","B","3","C","2",267,"LEOC",0,0,"Annual_Forb","Plant"
"1476","B","3","C","2",267,"LYGR",0,0,"Annual_Forb","Plant"
"1477","B","3","C","2",267,"Lichen",1,0.374531835205993,"Lichen","Biocrust"
"1478","B","3","C","2",267,"Light",2,0.749063670411985,"LtCy","Biocrust"
"1479","B","3","C","2",267,"Litter",75,28.0898876404494,"Litter","Abiotic_Cover"
"1480","B","3","C","2",267,"MAAF",0,0,"Annual_Forb","Plant"
"1481","B","3","C","2",267,"Moss",17,6.36704119850187,"Moss","Biocrust"
"1482","B","3","C","2",267,"OECA",0,0,"Annual_Forb","Plant"
"1483","B","3","C","2",267,"OPUNT",0,0,"Cactus","Plant"
"1484","B","3","C","2",267,"PHCR",0,0,"Annual_Forb","Plant"
"1485","B","3","C","2",267,"PLPA",0,0,"Annual_Forb","Plant"
"1486","B","3","C","2",267,"SCWH",0,0,"Cactus","Plant"
"1487","B","3","C","2",267,"SPORO",0,0,"Perennial_Grass","Plant"
"1488","B","3","C","2",267,"TILA",0,0,"Annual_Forb","Plant"
"1489","B","3","C","2",267,"UNK1",0,0,"Annual_Forb","Plant"
"1490","B","3","C","2",267,"ATCO",0,0,"Shrub","Plant"
"1491","B","3","C","2",267,"HIJA",10,3.74531835205993,"Perennial_Grass","Plant"
"1492","B","3","C","2",267,"PlantBase",21,7.86516853932584,"Plant_Base","Plant"
"1493","B","3","C","2",267,"ACHY",7,2.62172284644195,"Perennial_Grass","Plant"
"1494","B","3","C","2",267,"Chamber",0,0,"Chamber","Abiotic_Cover"
"1495","B","3","C","2",267,"Rock",8,2.99625468164794,"Rock","Abiotic_Cover"
"1496","B","3","C","2",267,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"1497","B","3","C","3",228,"ANBR",0,0,"Annual_Forb","Plant"
"1498","B","3","C","3",228,"ASAM",0,0,"Annual_Forb","Plant"
"1499","B","3","C","3",228,"Bromus",77,33.7719298245614,"Annual_Grass","Plant"
"1500","B","3","C","3",228,"CHER",0,0,"Annual_Forb","Plant"
"1501","B","3","C","3",228,"CRYPT",0,0,"Annual_Forb","Plant"
"1502","B","3","C","3",228,"CYAC",0,0,"Annual_Forb","Plant"
"1503","B","3","C","3",228,"DEAN",0,0,"Annual_Forb","Plant"
"1504","B","3","C","3",228,"DEPI",0,0,"Annual_Forb","Plant"
"1505","B","3","C","3",228,"Dark",10,4.3859649122807,"DkCy","Biocrust"
"1506","B","3","C","3",228,"ENFR",0,0,"Annual_Forb","Plant"
"1507","B","3","C","3",228,"EPHED",0,0,"Shrub","Plant"
"1508","B","3","C","3",228,"EPTO",0,0,"Shrub","Plant"
"1509","B","3","C","3",228,"EPVI",0,0,"Shrub","Plant"
"1510","B","3","C","3",228,"ERIN",0,0,"Annual_Forb","Plant"
"1511","B","3","C","3",228,"FEOC",0,0,"Annual_Grass","Plant"
"1512","B","3","C","3",228,"GAPI",13,5.70175438596491,"Annual_Forb","Plant"
"1513","B","3","C","3",228,"GIIN",0,0,"Annual_Forb","Plant"
"1514","B","3","C","3",228,"GUSA",0,0,"Shrub","Plant"
"1515","B","3","C","3",228,"HECO",0,0,"Perennial_Grass","Plant"
"1516","B","3","C","3",228,"IPPO",0,0,"Annual_Forb","Plant"
"1517","B","3","C","3",228,"KRLA",0,0,"Shrub","Plant"
"1518","B","3","C","3",228,"LEMO",0,0,"Annual_Forb","Plant"
"1519","B","3","C","3",228,"LEOC",0,0,"Annual_Forb","Plant"
"1520","B","3","C","3",228,"LYGR",0,0,"Annual_Forb","Plant"
"1521","B","3","C","3",228,"Lichen",6,2.63157894736842,"Lichen","Biocrust"
"1522","B","3","C","3",228,"Light",14,6.14035087719298,"LtCy","Biocrust"
"1523","B","3","C","3",228,"Litter",36,15.7894736842105,"Litter","Abiotic_Cover"
"1524","B","3","C","3",228,"MAAF",0,0,"Annual_Forb","Plant"
"1525","B","3","C","3",228,"Moss",42,18.4210526315789,"Moss","Biocrust"
"1526","B","3","C","3",228,"OECA",0,0,"Annual_Forb","Plant"
"1527","B","3","C","3",228,"OPUNT",0,0,"Cactus","Plant"
"1528","B","3","C","3",228,"PHCR",0,0,"Annual_Forb","Plant"
"1529","B","3","C","3",228,"PLPA",2,0.87719298245614,"Annual_Forb","Plant"
"1530","B","3","C","3",228,"SCWH",0,0,"Cactus","Plant"
"1531","B","3","C","3",228,"SPORO",0,0,"Perennial_Grass","Plant"
"1532","B","3","C","3",228,"TILA",0,0,"Annual_Forb","Plant"
"1533","B","3","C","3",228,"UNK1",0,0,"Annual_Forb","Plant"
"1534","B","3","C","3",228,"ATCO",0,0,"Shrub","Plant"
"1535","B","3","C","3",228,"HIJA",0,0,"Perennial_Grass","Plant"
"1536","B","3","C","3",228,"PlantBase",14,6.14035087719298,"Plant_Base","Plant"
"1537","B","3","C","3",228,"ACHY",6,2.63157894736842,"Perennial_Grass","Plant"
"1538","B","3","C","3",228,"Chamber",6,2.63157894736842,"Chamber","Abiotic_Cover"
"1539","B","3","C","3",228,"Rock",2,0.87719298245614,"Rock","Abiotic_Cover"
"1540","B","3","C","3",228,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"1541","B","3","C","4",236,"ANBR",0,0,"Annual_Forb","Plant"
"1542","B","3","C","4",236,"ASAM",0,0,"Annual_Forb","Plant"
"1543","B","3","C","4",236,"Bromus",69,29.2372881355932,"Annual_Grass","Plant"
"1544","B","3","C","4",236,"CHER",0,0,"Annual_Forb","Plant"
"1545","B","3","C","4",236,"CRYPT",0,0,"Annual_Forb","Plant"
"1546","B","3","C","4",236,"CYAC",0,0,"Annual_Forb","Plant"
"1547","B","3","C","4",236,"DEAN",0,0,"Annual_Forb","Plant"
"1548","B","3","C","4",236,"DEPI",0,0,"Annual_Forb","Plant"
"1549","B","3","C","4",236,"Dark",9,3.8135593220339,"DkCy","Biocrust"
"1550","B","3","C","4",236,"ENFR",0,0,"Annual_Forb","Plant"
"1551","B","3","C","4",236,"EPHED",0,0,"Shrub","Plant"
"1552","B","3","C","4",236,"EPTO",0,0,"Shrub","Plant"
"1553","B","3","C","4",236,"EPVI",0,0,"Shrub","Plant"
"1554","B","3","C","4",236,"ERIN",0,0,"Annual_Forb","Plant"
"1555","B","3","C","4",236,"FEOC",0,0,"Annual_Grass","Plant"
"1556","B","3","C","4",236,"GAPI",6,2.54237288135593,"Annual_Forb","Plant"
"1557","B","3","C","4",236,"GIIN",0,0,"Annual_Forb","Plant"
"1558","B","3","C","4",236,"GUSA",0,0,"Shrub","Plant"
"1559","B","3","C","4",236,"HECO",0,0,"Perennial_Grass","Plant"
"1560","B","3","C","4",236,"IPPO",0,0,"Annual_Forb","Plant"
"1561","B","3","C","4",236,"KRLA",0,0,"Shrub","Plant"
"1562","B","3","C","4",236,"LEMO",0,0,"Annual_Forb","Plant"
"1563","B","3","C","4",236,"LEOC",0,0,"Annual_Forb","Plant"
"1564","B","3","C","4",236,"LYGR",0,0,"Annual_Forb","Plant"
"1565","B","3","C","4",236,"Lichen",3,1.27118644067797,"Lichen","Biocrust"
"1566","B","3","C","4",236,"Light",18,7.6271186440678,"LtCy","Biocrust"
"1567","B","3","C","4",236,"Litter",40,16.9491525423729,"Litter","Abiotic_Cover"
"1568","B","3","C","4",236,"MAAF",0,0,"Annual_Forb","Plant"
"1569","B","3","C","4",236,"Moss",36,15.2542372881356,"Moss","Biocrust"
"1570","B","3","C","4",236,"OECA",0,0,"Annual_Forb","Plant"
"1571","B","3","C","4",236,"OPUNT",0,0,"Cactus","Plant"
"1572","B","3","C","4",236,"PHCR",0,0,"Annual_Forb","Plant"
"1573","B","3","C","4",236,"PLPA",0,0,"Annual_Forb","Plant"
"1574","B","3","C","4",236,"SCWH",0,0,"Cactus","Plant"
"1575","B","3","C","4",236,"SPORO",0,0,"Perennial_Grass","Plant"
"1576","B","3","C","4",236,"TILA",0,0,"Annual_Forb","Plant"
"1577","B","3","C","4",236,"UNK1",0,0,"Annual_Forb","Plant"
"1578","B","3","C","4",236,"ATCO",0,0,"Shrub","Plant"
"1579","B","3","C","4",236,"HIJA",0,0,"Perennial_Grass","Plant"
"1580","B","3","C","4",236,"PlantBase",15,6.35593220338983,"Plant_Base","Plant"
"1581","B","3","C","4",236,"ACHY",33,13.9830508474576,"Perennial_Grass","Plant"
"1582","B","3","C","4",236,"Chamber",4,1.69491525423729,"Chamber","Abiotic_Cover"
"1583","B","3","C","4",236,"Rock",3,1.27118644067797,"Rock","Abiotic_Cover"
"1584","B","3","C","4",236,"Bare",0,0,"Bare_Ground","Abiotic_Cover"
"1585","B","3","L","1",165,"ANBR",0,0,"Annual_Forb","Plant"
"1586","B","3","L","1",165,"ASAM",1,0.606060606060606,"Annual_Forb","Plant"
"1587","B","3","L","1",165,"Bromus",44,26.6666666666667,"Annual_Grass","Plant"
"1588","B","3","L","1",165,"CHER",0,0,"Annual_Forb","Plant"
"1589","B","3","L","1",165,"CRYPT",0,0,"Annual_Forb","Plant"
"1590","B","3","L","1",165,"CYAC",0,0,"Annual_Forb","Plant"
"1591","B","3","L","1",165,"DEAN",0,0,"Annual_Forb","Plant"
"1592","B","3","L","1",165,"DEPI",0,0,"Annual_Forb","Plant"
"1593","B","3","L","1",165,"Dark",0,0,"DkCy","Biocrust"
"1594","B","3","L","1",165,"ENFR",0,0,"Annual_Forb","Plant"
"1595","B","3","L","1",165,"EPHED",0,0,"Shrub","Plant"
"1596","B","3","L","1",165,"EPTO",2,1.21212121212121,"Shrub","Plant"
"1597","B","3","L","1",165,"EPVI",0,0,"Shrub","Plant"
"1598","B","3","L","1",165,"ERIN",0,0,"Annual_Forb","Plant"
"1599","B","3","L","1",165,"FEOC",0,0,"Annual_Grass","Plant"
"1600","B","3","L","1",165,"GAPI",0,0,"Annual_Forb","Plant"
"1601","B","3","L","1",165,"GIIN",0,0,"Annual_Forb","Plant"
"1602","B","3","L","1",165,"GUSA",0,0,"Shrub","Plant"
"1603","B","3","L","1",165,"HECO",0,0,"Perennial_Grass","Plant"
"1604","B","3","L","1",165,"IPPO",0,0,"Annual_Forb","Plant"
"1605","B","3","L","1",165,"KRLA",0,0,"Shrub","Plant"
"1606","B","3","L","1",165,"LEMO",0,0,"Annual_Forb","Plant"
"1607","B","3","L","1",165,"LEOC",0,0,"Annual_Forb","Plant"
"1608","B","3","L","1",165,"LYGR",0,0,"Annual_Forb","Plant"
"1609","B","3","L","1",165,"Lichen",1,0.606060606060606,"Lichen","Biocrust"
"1610","B","3","L","1",165,"Light",58,35.1515151515151,"LtCy","Biocrust"
"1611","B","3","L","1",165,"Litter",29,17.5757575757576,"Litter","Abiotic_Cover"
"1612","B","3","L","1",165,"MAAF",0,0,"Annual_Forb","Plant"
"1613","B","3","L","1",165,"Moss",0,0,"Moss","Biocrust"
"1614","B","3","L","1",165,"OECA",0,0,"Annual_Forb","Plant"
"1615","B","3","L","1",165,"OPUNT",0,0,"Cactus","Plant"
